Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Nationality,Draft Year,Draft Pick
2019,Kenneth Faried,F,80,220,29,"BRK, HOU",37,7,Morehead State,United States,2011 ,22
2019,Raymond Felton,PG,73,205,34,OKC,33,13,North Carolina,United States,2005 ,5
2019,Jimmer Fredette,G,74,195,30,PHX,6,5,Brigham Young,United States,2011 ,10
2019,Channing Frye,FC,84,255,35,CLE,36,13,Arizona,United States,2005 ,8
2019,Billy Garrett,SG,78,215,24,NYK,4,0,DePaul,United States,"2017 NBA Draft, Undrafted",NA
2019,Pau Gasol,FC,84,250,38,"MIL, SAN",30,17,Barca (Spain),Spain,2001 ,3
2019,Marcin Gortat,FC,83,240,35,LAC,47,11,Koln 99ers (Germany),Poland,2005 ,54
2019,Donte Grantham,PF,80,215,23,OKC,3,0,Clemson,United States,"2018 NBA Draft, Undrafted",NA
2019,Gerald Green,GF,79,205,33,HOU,73,11,Gulf Shores Academy (Texas),United States,2005 ,18
2019,Daniel Hamilton,SG,79,195,23,ATL,19,1,Connecticut,United States,2016 ,52
2019,Devin Harris,G,75,185,36,DAL,68,14,Wisconsin,United States,2004 ,5
2019,Andrew Harrison,G,76,210,24,"CLE, MEM, NOP",17,2,Kentucky,United States,2015 ,28
2019,Isaiah Hicks,PF,80,233,24,NYK,3,1,North Carolina,United States,"2017 NBA Draft, Undrafted",NA
2019,John Holland,SF,77,205,30,CLE,1,2,Boston University,United StatesPuerto Rico,"2011 NBA Draft, Undrafted",NA
2019,Isaac Humphries,C,83,255,21,ATL,5,0,Kentucky,Australia,"2017 NBA Draft, Undrafted",NA
2019,R.J. Hunter,G,78,190,25,BOS,1,3,Georgia State,United States,2015 ,28
2019,Andre Ingram,G,75,184,33,LAL,4,1,American University,United States,"2007 NBA Draft, Undrafted",NA
2019,Demetrius Jackson,G,73,200,24,PHI,6,2,Notre Dame,United States,2016 ,30
2019,John Jenkins,SG,76,215,27,"NYK, WAS",26,5,Vanderbilt,United States,2012 ,23
2019,Jonas Jerebko,F,82,231,31,GSW,73,9,Edilnol Pallacanestro Biella (Italy),Sweden,2009 ,18
2019,Amir Johnson,PF,81,240,31,PHI,51,13,Westchester High School (California),United States,2005 ,52
2019,Wesley Johnson,GF,79,215,31,"NOP, WAS",38,8,Syracuse,United States,2010 ,4
2019,Jalen Jones,SG,79,220,25,CLE,16,1,Texas A&M,United States,"2016 NBA Draft, Undrafted",NA
2019,Terrence Jones,PF,81,255,27,HOU,2,5,Kentucky,United States,2012 ,18
2019,Kosta Koufos,C,84,265,30,SAC,42,10,Ohio State,United StatesGreece,2008 ,23
2019,"Walt Lemon, Jr.",G,75,180,26,CHI,6,1,Bradley,United States,"2014 NBA Draft, Undrafted",NA
2019,Jon Leuer,PF,82,228,29,DET,41,7,Wisconsin,United States,2011 ,20
2019,Jeremy Lin,G,75,200,30,"ATL, TOR",74,8,Harvard,United States,"2010 NBA Draft, Undrafted",NA
2019,Shaun Livingston,G,79,192,33,GSW,64,14,Peoria Central High School  (Illinois),United States,2004 ,4
2019,Zach Lofton,G,76,180,26,DET,1,0,New Mexico State,United States,"2018 NBA Draft, Undrafted",NA
2019,Jordan Loyd,G,76,210,25,TOR,12,0,Indianapolis,United StatesSerbia,"2016 NBA Draft, Undrafted",NA
2019,Kalin Lucas,PG,73,195,29,DET,1,1,Michigan State,United StatesIsrael,"2011 NBA Draft, Undrafted",NA
2019,Tyler Lydon,PF,82,225,22,DEN,25,1,Syracuse,United States,2017 ,24
2019,Scott Machado,G,73,201,28,LAL,4,1,Iona,United StatesBrazil,"2012 NBA Draft, Undrafted",NA
2019,Shelvin Mack,G,75,203,28,"CHA, MEM",57,7,Butler,United States,2011 ,8
2019,Jarell Martin,F,82,239,24,ORL,42,3,LSU,United States,2015 ,25
2019,Yante Maten,PF,79,240,22,MIA,2,0,Georgia,United States,"2018 NBA Draft, Undrafted",NA
2019,Tahjere McCall,G,76,190,24,BRK,1,0,Tennessee State,United States,"2017 NBA Draft, Undrafted",NA
2019,Jodie Meeks,G,76,210,31,TOR,8,9,Kentucky,United States,2009 ,22
2019,Salah Mejri,C,85,235,32,DAL,36,3,Etoile Sportive du Sahel (Tunisia),Tunisia,"2008 NBA Draft, Undrafted",NA
2019,Nikola Mirotic,F,82,250,28,"MIL, NOP",46,4,Real Madrid (Spain),MontenegroSpain,2011 ,23
2019,Eric Moreland,FC,82,238,27,"PHX, TOR",5,3,Oregon State,United States,"2014 NBA Draft, Undrafted",NA
2019,Donatas Motiejunas,C,84,222,28,SAS,3,5,Universo De'Longhi Treviso (Italy),Lithuania,2011 ,20
2019,Maybyner Nene,C,83,250,36,HOU,42,16,Vasco da Gama (Brazil),Brazil,2002 ,7
2019,Dirk Nowitzki,PF,84,245,40,DAL,51,20,DJK Wurzburg (Germany),Germany,1998 ,9
2019,Zaza Pachulia,C,83,270,35,DET,68,15,Alpella B.K. (Turkey),Georgia,2003 ,26
2019,Tony Parker,G,74,185,36,CHA,56,17,Paris Basket Racing (France),France,2001 ,28
2019,Miles Plumlee,C,83,249,30,ATL,18,6,Duke,United States,2012 ,26
2019,Quincy Pondexter,F,79,230,30,SAS,53,8,Washington,United States,2010 ,26
2019,Alex Poythress,F,81,235,25,ATL,21,2,Kentucky,United States,"2016 NBA Draft, Undrafted",NA
2019,Zhou Qi,C,85,210,23,HOU,1,1,Xinjiang Guanghui (China),China,2016 ,26
2019,Ivan Rabb,PF,82,220,22,MEM,49,1,California,United States,2017 ,10
2019,Malachi Richardson,SF,78,205,23,TOR,22,2,Syracuse,United States,2016 ,22
2019,Devin Robinson,F,79,200,23,WAS,7,1,Florida,United States,"2017 NBA Draft, Undrafted",NA
2019,Brandon Sampson,SG,77,184,21,CHI,14,0,LSU,United States,"2018 NBA Draft, Undrafted",NA
2019,Jordan Sibert,SG,76,187,26,ATL,1,0,Dayton,United States,"2015 NBA Draft, Undrafted",NA
2019,Jonathon Simmons,G,78,195,29,"ORL, PHL",56,3,Houston,United States,"2012 NBA Draft, Undrafted",NA
2019,Kobi Simmons,PG,77,166,21,CLE,1,1,Arizona,United States,"2017 NBA Draft, Undrafted",NA
2019,Jason Smith,PF,84,240,32,"MIL, NOP, WAS",20,11,Colorado State,United States,2007 ,20
2019,D.J. Stephens,GF,77,188,28,MEM,1,1,Memphis,United States,"2013 NBA Draft, Undrafted",NA
2019,Milos Teodosic,PG,77,196,31,LAC,15,1,Olympiacos (Greece),Serbia,"2009 NBA Draft, Undrafted",NA
2019,Jared Terrell,SG,75,215,24,MIN,14,0,Rhode Island,United States,"2018 NBA Draft, Undrafted",NA
2019,Ekpe Udoh,PF,82,245,31,UTA,51,6,Baylor,United StatesNigeria,2010 ,6
2019,Tyler Ulis,PG,70,149,23,CHI,1,2,Kentucky,United States,2016 ,8
2019,Dwyane Wade,SG,76,220,37,MIA,72,15,Marquette,United States,2003 ,5
2019,Julian Washburn,SG,80,210,27,MEM,18,0,UTEP,United States,"2015 NBA Draft, Undrafted",NA
2019,Thomas Welsh,C,84,255,23,DEN,11,0,UCLA,United States,2018 ,56
2019,Okaro White,F,80,205,26,WAS,3,2,Florida State,United States,"2014 NBA Draft, Undrafted",NA
2019,Alan Williams,FC,80,265,26,BRK,5,3,UC Santa Barbara,United States,"2015 NBA Draft, Undrafted",NA
2019,C.J. Williams,SG,77,234,29,MIN,15,1,NC State,United States,"2012 NBA Draft, Undrafted",NA
2019,Troy Williams,SF,79,210,24,SAC,21,2,Indiana,United States,"2016 NBA Draft, Undrafted",NA
2019,Guerschon Yabusele,PF,80,260,23,BOS,41,1,Rouen Metropole Basket (France),France,2016 ,16
2019,Nick Young,SG,79,210,33,DEN,4,11,USC,United States,2007 ,16
2018,Arron Afflalo,SG,77,210,32,ORL,53,10,UCLA,United States,2007 ,27
2018,Cole Aldrich,C,83,253,29,MIN,21,7,Kansas,United States,2010 ,11
2018,Tony Allen,SG,76,213,36,NOP,22,13,Oklahoma State,United States,2004 ,25
2018,Darrell Arthur,PF,81,235,29,DEN,19,9,Kansas,United States,2008 ,27
2018,Jamel Artis,F,79,213,25,ORL,15,0,Pittsburgh,United States,"2017 NBA Draft, Undrafted",NA
2018,Omer Asik,C,84,255,31,"CHI, NOP",18,7,Fenerbahce Beko (Turkey),Turkey,2008 ,12
2018,Luke Babbitt,SF,81,225,28,"ATL, MIA",50,7,Nevada,United States,2010 ,16
2018,Jabari Bird,SG,78,198,23,BOS,13,0,California,United States,2017 ,52
2018,Tarik Black,PF,81,250,26,HOU,51,3,Kansas,United States,"2014 NBA Draft, Undrafted",NA
2018,Vander Blue,SG,76,196,25,LAL,5,2,Marquette,United States,"2013 NBA Draft, Undrafted",NA
2018,Joel Bolomboy,FC,81,235,24,MIL,6,1,Weber State,United StatesRussia,2016 ,44
2018,Trevor Booker,PF,80,228,30,"BRK, IND, PHL",68,7,Clemson,United States,2010 ,23
2018,Aaron Brooks,G,72,161,33,MIN,32,9,Oregon,United States,2007 ,26
2018,Anthony Brown,GF,79,225,25,MIN,1,2,Stanford,United States,2015 ,8
2018,Bobby Brown,PG,74,175,33,HOU,20,3,Cal State Fullerton,United States,"2007 NBA Draft, Undrafted",NA
2018,Markel Brown,SG,75,190,26,HOU,4,2,Oklahoma State,United States,2014 ,28
2018,Nicolas Brussino,G,80,195,24,ATL,4,1,Regatas Corrientes (Argentina),Argentina,"2015 NBA Draft, Undrafted",NA
2018,Dwight Buycks,G,75,190,28,DET,29,2,Marquette,United States,"2011 NBA Draft, Undrafted",NA
2018,Mario Chalmers,G,74,190,31,MEM,66,8,Kansas,United States,2008 ,8
2018,Gian Clavell,G,76,185,24,DAL,7,0,Brujos de Guayama (United States),Puerto RicoUnited States,"2017 NBA Draft, Undrafted",NA
2018,Kyle Collinsworth,G,78,210,26,DAL,32,0,Brigham Young,United States,"2016 NBA Draft, Undrafted",NA
2018,Nick Collison,FC,82,255,37,OKC,15,14,Kansas,United States,2003 ,12
2018,Charles Cooke,G,77,195,23,NOP,13,0,Dayton,United States,"2017 NBA Draft, Undrafted",NA
2018,Jack Cooley,PF,82,265,26,SAC,7,1,Notre Dame,United States,"2013 NBA Draft, Undrafted",NA
2018,Matt Costello,C,82,245,24,SAS,4,0,Michigan State,United StatesIvory Coast,"2016 NBA Draft, Undrafted",NA
2018,Jordan Crawford,G,77,195,29,NOP,5,5,Xavier,United States,2010 ,27
2018,Malcolm Delaney,SG,75,190,28,ATL,54,1,Virginia Tech,United States,"2011 NBA Draft, Undrafted",NA
2018,Milton Doyle,G,76,185,24,BRK,10,0,Loyola (IL),United States,"2017 NBA Draft, Undrafted",NA
2018,Larry Drew,G,74,180,27,"NOP, PHL",10,1,UCLA,United States,"2013 NBA Draft, Undrafted",NA
2018,Jarell Eddie,SF,80,218,26,"BOS, CHI",3,3,Virginia Tech,United States,"2014 NBA Draft, Undrafted",NA
2018,Tyler Ennis,PG,75,182,23,LAL,54,3,Syracuse,Canada,2014 ,18
2018,Jeremy Evans,F,81,200,30,ATL,1,6,Western Kentucky,United States,2010 ,50
2018,Kay Felder,PG,69,176,22,"CHI, DET",16,1,Oakland,United States,2016 ,48
2018,Marcus Georges-Hunt,G,78,220,23,MIN,42,1,Georgia Tech,United States,"2016 NBA Draft, Undrafted",NA
2018,Jonathan Gibson,PG,74,185,30,BOS,4,1,New Mexico State,United States,"2010 NBA Draft, Undrafted",NA
2018,Manu Ginobili,SG,78,205,40,SAS,65,15,Viola Reggio Calabria (Italy),Argentina,1999 ,56
2018,Aaron Harrison,GF,78,210,23,DAL,9,2,Kentucky,United States,"2015 NBA Draft, Undrafted",NA
2018,Nigel Hayes,F,80,254,23,"LAL, SAC, TOR",9,0,Wisconsin,United States,"2017 NBA Draft, Undrafted",NA
2018,Reggie Hearn,G,77,210,26,DET,3,0,Northwestern,United States,"2013 NBA Draft, Undrafted",NA
2018,Myke Henry,SF,78,238,25,MEM,20,0,DePaul,United States,"2016 NBA Draft, Undrafted",NA
2018,Darrun Hilliard,SG,78,220,24,SAS,14,2,Villanova,United States,2015 ,16
2018,Josh Huestis,SF,79,230,26,OKC,69,2,Stanford,United States,2014 ,29
2018,Vince Hunter,F,80,215,23,MEM,4,0,UTEP,United States,"2015 NBA Draft, Undrafted",NA
2018,Jarrett Jack,G,75,200,34,NYK,62,12,Georgia Tech,United States,2005 ,22
2018,Aaron Jackson,G,76,185,31,HOU,1,0,Duquesne,United States,"2009 NBA Draft, Undrafted",NA
2018,Al Jefferson,FC,82,289,33,IND,36,13,Prentiss High School (Mississippi),United States,2004 ,15
2018,Richard Jefferson,SF,79,233,37,DEN,20,16,Arizona,United States,2001 ,13
2018,Brandon Jennings,G,73,170,28,MIL,14,8,Virtus Roma (Italy),United States,2009 ,10
2018,Brice Johnson,PF,82,230,23,"LAC, MEM",18,1,North Carolina,United States,2016 ,25
2018,Dakari Johnson,C,84,255,22,OKC,31,0,Kentucky,United States,2015 ,36
2018,Omari Johnson,F,81,220,28,MEM,4,0,Oregon State,JamaicaUnited States,"2011 NBA Draft, Undrafted",NA
2018,Sean Kilpatrick,SG,76,212,28,"BRK, CHI, LAC, MIL",52,3,Cincinnati,United States,"2014 NBA Draft, Undrafted",NA
2018,Mindaugas Kuzminskas,SF,81,215,28,NYK,1,1,Siauliai (Lithuania),Lithuania,"2011 NBA Draft, Undrafted",NA
2018,Shane Larkin,PG,71,175,25,BOS,54,3,Miami (FL),United StatesTurkey,2013 ,18
2018,Joffrey Lauvergne,PF,83,260,26,SAS,55,3,KK Partizan (Serbia),France,2013 ,50
2018,DeAndre Liggins,G,78,210,29,"MIL, NOP",58,4,Kentucky,United States,2011 ,46
2018,Mangok Mathiang,C,82,230,25,CHA,4,0,Louisville,AustraliaSouth Sudan,"2017 NBA Draft, Undrafted",NA
2018,James McAdoo,PF,81,230,25,PHI,3,3,North Carolina,United States,"2014 NBA Draft, Undrafted",NA
2018,Erik McCree,F,80,228,24,UTA,4,0,Louisiana Tech,United States,"2017 NBA Draft, Undrafted",NA
2018,Chris McCullough,PF,83,200,23,WAS,19,2,Syracuse,United States,2015 ,29
2018,Trey McKinney Jones,SG,77,220,27,IND,1,0,Miami (FL),United States,"2013 NBA Draft, Undrafted",NA
2018,Josh McRoberts,PF,82,240,31,DAL,2,10,Duke,United States,2007 ,14
2018,Jordan Mickey,PF,80,235,23,MIA,23,2,LSU,United States,2015 ,6
2018,Luis Montero,SF,79,185,24,DET,2,1,Westchester CC,Dominican Republic,"2015 NBA Draft, Undrafted",NA
2018,Ben Moore,F,80,220,22,IND,2,0,Southern Methodist,United States,"2017 NBA Draft, Undrafted",NA
2018,Timofey Mozgov,C,85,275,31,BRK,31,7,Khimki (Russia),Russia,"2008 NBA Draft, Undrafted",NA
2018,Shabazz Muhammad,GF,77,225,25,"MIL, MIN",43,4,UCLA,United States,2013 ,14
2018,Xavier Munford,G,75,180,25,MIL,6,1,Rhode Island,United States,"2014 NBA Draft, Undrafted",NA
2018,Jameer Nelson,G,72,190,36,"DET, NOP",50,13,Saint Joseph's,United States,2004 ,20
2018,Lucas Nogueira,C,84,241,25,TOR,49,3,Movistar Estudiantes (Spain),Brazil,2013 ,16
2018,Johnny O'Bryant,FC,81,257,24,CHA,36,3,LSU,United States,2014 ,12
2018,Emeka Okafor,FC,82,255,35,NOP,26,10,Connecticut,United States,2004 ,2
2018,Chinanu Onuaku,C,81,250,21,HOU,1,1,Louisville,United States,2016 ,14
2018,Marcus Paige,G,72,164,24,CHA,5,0,North Carolina,United States,2016 ,50
2018,George Papagiannis,C,86,275,20,"POR, SAC",17,1,Panathinaikos (Greece),Greece,2016 ,13
2018,Brandon Paul,G,76,200,26,SAS,64,0,Illinois,United States,"2013 NBA Draft, Undrafted",NA
2018,Adreian Payne,C,82,237,27,ORL,5,3,Michigan State,United States,2014 ,15
2018,Kendrick Perkins,C,82,270,33,CLE,1,13,Ozen High School (Texas),United States,2003 ,27
2018,London Perrantes,G,73,194,23,CLE,14,0,Virginia,United States,"2017 NBA Draft, Undrafted",NA
2018,Alec Peters,F,81,225,22,PHX,20,0,Valparaiso,United States,2017 ,48
2018,Marshall Plumlee,PF,85,250,25,MIL,8,1,Duke,United States,"2016 NBA Draft, Undrafted",NA
2018,Jacob Pullen,G,73,200,28,PHI,3,0,Kansas State,United StatesGeorgia,"2011 NBA Draft, Undrafted",NA
2018,Rodney Purvis,G,76,205,24,ORL,16,0,Connecticut,United States,"2017 NBA Draft, Undrafted",NA
2018,Tim Quarterman,G,78,195,23,HOU,3,1,LSU,United States,"2016 NBA Draft, Undrafted",NA
2018,Zach Randolph,PF,81,260,36,SAC,59,16,Michigan State,United States,2001 ,19
2018,Xavier Rathan-Mayes,SG,76,208,23,MEM,5,0,Florida State,Canada,"2017 NBA Draft, Undrafted",NA
2018,Willie Reed,F,83,245,27,"DET, LAC",42,4,Saint Louis,United States,"2011 NBA Draft, Undrafted",NA
2018,Ramon Sessions,G,75,190,31,"NYK, WAS",28,10,Nevada,United States,2007 ,52
2018,Xavier Silas,SG,77,198,30,BOS,2,1,Northern Illinois,United States,"2011 NBA Draft, Undrafted",NA
2018,Kyle Singler,F,80,228,29,OKC,12,5,Duke,United States,2011 ,6
2018,Josh Smith,PF,81,225,32,NOP,3,12,Oak Hill Academy (Virginia),United States,2004 ,17
2018,Marreese Speights,C,82,255,30,ORL,52,9,Florida,United States,2008 ,16
2018,David Stockton,G,71,165,26,UTA,3,1,Gonzaga,United States,"2014 NBA Draft, Undrafted",NA
2018,Julyan Stone,PG,78,200,29,CHA,23,3,UTEP,United States,"2011 NBA Draft, Undrafted",NA
2018,Isaiah Taylor,G,75,170,23,ATL,67,1,Texas,United States,"2016 NBA Draft, Undrafted",NA
2018,Marquis Teague,PG,74,180,25,MEM,3,2,Kentucky,United States,2012 ,29
2018,Mirza Teletovic,PF,81,242,32,MIL,10,5,Baskonia (Spain),Bosnia and Herzegovina,"2007 NBA Draft, Undrafted",NA
2018,Jason Terry,G,74,185,40,MIL,51,18,Arizona,United States,1999 ,10
2018,Rashad Vaughn,SF,78,210,21,"BRK, MIL, ORL",28,2,UNLV,United States,2015 ,17
2018,Jameel Warney,PF,80,260,24,DAL,3,0,Stony Brook,United States,"2016 NBA Draft, Undrafted",NA
2018,Travis Wear,PF,81,219,27,LAL,17,1,UCLA,United States,"2014 NBA Draft, Undrafted",NA
2018,James Webb III,F,81,202,24,BRK,10,0,Boise State,United States,"2016 NBA Draft, Undrafted",NA
2018,Briante Weber,G,74,170,25,"HOU, MEM",18,2,VCU,United States,"2015 NBA Draft, Undrafted",NA
2018,David West,PF,81,250,37,GSW,73,14,Xavier,United States,2003 ,18
2018,Andrew White,F,79,210,24,ATL,15,0,Syracuse,United States,"2017 NBA Draft, Undrafted",NA
2018,Isaiah Whitehead,SG,76,213,22,BRK,16,1,Seton Hall,United States,2016 ,24
2018,Jake Wiley,F,80,220,23,BRK,5,0,Eastern Washington,United StatesNorth Macedonia,"2017 NBA Draft, Undrafted",NA
2018,Damien Wilkins,GF,78,225,38,IND,19,9,Georgia,United States,"2004 NBA Draft, Undrafted",NA
2018,Derrick Williams,F,80,240,26,LAL,2,6,Arizona,United States,2011 ,2
2018,Matt Williams,G,77,210,24,MIA,3,0,UCF,United States,"2017 NBA Draft, Undrafted",NA
2018,Jamil Wilson,SF,79,229,27,LAC,15,0,Marquette,United States,"2014 NBA Draft, Undrafted",NA
2018,Jeff Withey,C,84,230,27,DAL,9,4,Kansas,United States,2013 ,18
2018,Nate Wolters,PG,76,190,26,UTA,5,2,South Dakota State,United States,2013 ,16
2018,Brandan Wright,F,82,210,30,"HOU, MEM",28,10,North Carolina,United States,2007 ,8
2018,James Young,SG,78,215,22,PHI,6,3,Kentucky,United States,2014 ,17
2018,Joe Young,G,74,180,25,IND,53,2,Oregon,United States,2015 ,26
2018,Paul Zipser,F,80,226,24,CHI,54,1,Next Generation Team Munich (Germany),Germany,2016 ,36
2017,Alexis Ajinca,C,86,248,28,NOP,39,6,Hyeres-Toulon (France),France,2008 ,20
2017,Lavoy Allen,PF,81,260,28,IND,61,5,Temple,United States,2011 ,40
2017,Chris Andersen,FC,82,245,38,CLE,12,14,Blinn,United States,"1999 NBA Draft, Undrafted",NA
2017,Alan Anderson,GF,78,220,34,LAC,30,7,Michigan State,United States,"2005 NBA Draft, Undrafted",NA
2017,Joel Anthony,C,81,245,34,SAS,19,9,UNLV,Canada,"2007 NBA Draft, Undrafted",NA
2017,Leandro Barbosa,G,75,194,34,PHX,67,13,Bauru (Brazil),Brazil,2003 ,28
2017,Matt Barnes,GF,79,226,36,"GOS, SAC",74,14,UCLA,United States,2002 ,34
2017,Brandon Bass,PF,80,250,31,LAC,52,11,LSU,United States,2005 ,6
2017,Anthony Bennett,PF,80,245,23,BRK,23,3,UNLV,Canada,2013 ,1
2017,Ben Bentil,F,81,235,21,DAL,3,0,Providence,GhanaUnited States,2016 ,42
2017,Rakeem Christmas,PF,81,255,25,IND,29,1,Syracuse,United StatesU.S. Virgin Islands,2015 ,12
2017,Semaj Christon,PG,75,190,24,OKC,64,0,Xavier,United States,2014 ,50
2017,Norris Cole,G,74,175,28,OKC,13,5,Cleveland State,United States,2011 ,28
2017,Boris Diaw,PF,80,250,34,UTA,73,13,Pau-Orthez (France),France,2003 ,21
2017,Toney Douglas,G,74,195,30,MEM,24,7,Florida State,United States,2009 ,29
2017,Mike Dunleavy,GF,81,230,36,"ATL, CLE",53,14,Duke,United States,2002 ,3
2017,Monta Ellis,G,75,185,31,IND,74,11,Lanier High School (Mississippi),United States,2005 ,20
2017,Jordan Farmar,PG,74,180,30,SAC,2,9,UCLA,United States,2006 ,26
2017,Randy Foye,G,76,218,33,BRK,69,10,Villanova,United States,2006 ,7
2017,Patricio Garino,SF,78,203,23,ORL,5,0,George Washington,Argentina,"2016 NBA Draft, Undrafted",NA
2017,Michael Patrick Gbinije,SF,78,200,24,DET,9,0,Syracuse,United StatesNigeria,2016 ,38
2017,Alonzo Gee,SF,78,225,29,DEN,13,7,Alabama,United States,"2009 NBA Draft, Undrafted",NA
2017,Archie Goodwin,G,77,205,22,"BRK, NOP",15,3,Kentucky,United States,2013 ,29
2017,Justin Hamilton,C,84,255,26,BRK,64,2,LSU,United StatesCroatia,2012 ,30
2017,A.J. Hammons,C,84,250,24,DAL,22,0,Purdue,United States,2016 ,32
2017,Justin Harper,PF,82,225,27,PHI,3,2,Richmond,United States,2011 ,4
2017,Manny Harris,G,77,185,27,DAL,4,3,Michigan,United States,"2010 NBA Draft, Undrafted",NA
2017,Spencer Hawes,C,85,245,28,"CHA, MIL",54,9,Washington,United States,2007 ,10
2017,Gerald Henderson,SG,77,215,29,PHI,72,7,Duke,United States,2009 ,12
2017,Roy Hibbert,C,86,270,30,"CHA, DEN",48,8,Georgetown,United States,2008 ,17
2017,Jordan Hill,PF,82,240,29,MIN,7,7,Arizona,United States,2009 ,8
2017,Marcelinho Huertas,PG,75,200,33,LAL,23,1,Joventut Badalona (Spain),Brazil,"2005 NBA Draft, Undrafted",NA
2017,Kris Humphries,PF,81,235,32,ATL,56,12,Minnesota,United States,2004 ,14
2017,Pierre Jackson,PG,70,180,25,DAL,8,0,Baylor,United States,2013 ,24
2017,Dahntay Jones,GF,78,225,36,CLE,1,12,Duke,United States,2003 ,20
2017,James Jones,SF,80,218,36,CLE,48,13,Miami (FL),United States,2003 ,40
2017,Ryan Kelly,PF,83,230,25,ATL,16,3,Duke,United States,2013 ,36
2017,Nicolas Laprovittola,PG,76,180,27,SAS,18,0,Lanus (Argentina),Argentina,"2012 NBA Draft, Undrafted",NA
2017,Ty Lawson,PG,71,195,29,SAC,69,7,North Carolina,United States,2009 ,18
2017,David Lee,FC,81,245,33,SAS,79,11,Florida,United States,2005 ,30
2017,Shawn Long,C,81,255,24,PHI,18,0,Louisiana,United States,"2016 NBA Draft, Undrafted",NA
2017,John Lucas,PG,71,166,34,MIN,5,8,Oklahoma State,United States,"2005 NBA Draft, Undrafted",NA
2017,Sheldon Mac,SG,78,201,24,WAS,30,0,Miami (FL),United States,"2016 NBA Draft, Undrafted",NA
2017,K.J. McDaniels,GF,78,205,24,"BRK, HOU",49,2,Clemson,United States,2014 ,4
2017,Mike Miller,GF,80,218,37,DEN,20,16,Florida,United States,2000 ,5
2017,Elijah Millsap,GF,78,215,29,PHX,2,2,UAB,United States,"2010 NBA Draft, Undrafted",NA
2017,Anthony Morrow,GF,77,210,31,"CHI, OKC",49,8,Georgia Tech,United States,"2008 NBA Draft, Undrafted",NA
2017,Maurice Ndour,F,81,200,24,NYK,32,0,Ohio,Senegal,"2015 NBA Draft, Undrafted",NA
2017,Gary Neal,G,76,210,32,ATL,2,6,Towson,United States,"2007 NBA Draft, Undrafted",NA
2017,Andrew Nicholson,F,81,250,27,"BRK, WAS",38,4,St. Bonaventure,Canada,2012 ,19
2017,Steve Novak,F,82,225,33,MIL,8,10,Marquette,United States,2006 ,4
2017,Daniel Ochefu,F,83,240,23,WAS,19,0,Villanova,United StatesNigeria,"2016 NBA Draft, Undrafted",NA
2017,Arinze Onuaku,PF,81,255,29,ORL,8,2,Syracuse,United StatesNigeria,"2010 NBA Draft, Undrafted",NA
2017,Lamar Patterson,F,77,225,25,ATL,5,1,Pittsburgh,United States,2014 ,36
2017,Paul Pierce,SF,79,235,39,LAC,25,18,Kansas,United States,1998 ,10
2017,Ronnie Price,G,74,190,33,PHX,14,11,Utah Valley,United States,"2005 NBA Draft, Undrafted",NA
2017,Brian Roberts,PG,73,173,31,CHA,41,4,Dayton,United States,"2008 NBA Draft, Undrafted",NA
2017,Thomas Robinson,PF,82,235,25,LAL,48,4,Kansas,United States,2012 ,5
2017,Sergio Rodriguez,PG,75,176,30,PHI,68,4,Movistar Estudiantes (Spain),Spain,2006 ,27
2017,Damjan Rudez,SF,82,228,30,ORL,45,2,Cedevita (Croatia),Croatia,"2008 NBA Draft, Undrafted",NA
2017,Brandon Rush,SG,78,220,31,MIN,47,8,Kansas,United States,2008 ,13
2017,Larry Sanders,PF,83,235,28,CLE,5,5,VCU,United States,2010 ,15
2017,Luis Scola,PF,81,241,36,BRK,36,9,Baskonia (Spain),Argentina,2002 ,54
2017,Kevin Seraphin,FC,82,278,27,IND,49,6,Cholet Basket (France),France,2010 ,17
2017,Tiago Splitter,F,83,245,32,PHI,8,6,Baskonia (Spain),Brazil,2007 ,28
2017,Jarnell Stokes,FC,81,260,23,DEN,2,2,Tennessee,United States,2014 ,10
2017,Diamond Stone,C,83,255,20,LAC,7,0,Maryland,United States,2016 ,20
2017,Rodney Stuckey,G,77,205,30,IND,39,9,Eastern Washington,United States,2007 ,15
2017,Jared Sullinger,C,81,260,24,TOR,11,4,Ohio State,United States,2012 ,21
2017,Edy Tavares,C,87,265,24,"ATL, CLE",2,1,Gran Canaria (Spain),Cape Verde,2014 ,26
2017,Hollis Thompson,SF,80,206,25,"NOP, PHL",40,3,Georgetown,United States,"2012 NBA Draft, Undrafted",NA
2017,Marcus Thornton,SG,76,205,29,WAS,33,7,LSU,United States,2009 ,26
2017,Mike Tobey,C,84,260,22,CHA,2,0,Virginia,United StatesSlovenia,"2016 NBA Draft, Undrafted",NA
2017,Beno Udrih,G,76,205,34,DET,39,12,AX Armani Exchange Milan (Italy),Slovenia,2004 ,28
2017,Greivis Vasquez,G,78,217,30,BRK,3,6,Maryland,Venezuela,2010 ,28
2017,Sasha Vujacic,G,79,195,32,NYK,42,9,Pallalcesto Amatori Udine (Italy),Slovenia,2004 ,27
2017,C.J. Watson,G,74,175,32,ORL,62,9,Tennessee,United States,"2006 NBA Draft, Undrafted",NA
2017,C.J. Wilcox,SG,77,201,26,ORL,22,2,Washington,United States,2014 ,28
