Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Nationality,Draft Year,Draft Pick
2005,Paul Shirley,PF,82,230,27,PHX,9,3,Iowa State,United States,"2001 NBA Draft, Undrafted",NA
2005,Tamar Slay,GF,80,215,24,CHA,8,2,Marshall,United States,2002 ,50
2005,Jabari Smith,C,83,250,27,NJN,45,4,LSU,United States,2000 ,32
2005,Steve Smith,SG,79,200,35,"CHA, MIA",50,13,Michigan State,United States,1991 ,5
2005,Theron Smith,F,80,225,24,CHA,33,1,Ball State,United States,"2003 NBA Draft, Undrafted",NA
2005,Latrell Sprewell,SG,77,190,34,MIN,80,12,Alabama,United States,1992 ,24
2005,Michael Stewart,FC,82,230,29,ATL,12,7,California,FranceUnited States,"1997 NBA Draft, Undrafted",NA
2005,Erick Strickland,G,75,210,31,MIL,62,8,Nebraska,United States,"1996 NBA Draft, Undrafted",NA
2005,Rod Strickland,PG,75,175,38,HOU,16,16,DePaul,United States,1988 ,19
2005,Bruno Sundov,C,86,220,25,NYK,21,6,KK Split (Croatia),Croatia,1998 ,12
2005,Bob Sura,G,77,200,31,HOU,61,9,Florida State,United States,1995 ,17
2005,Yuta Tabuse,PG,68,165,24,PHX,4,1,BYU-Hawaii,Japan,"2003 NBA Draft, Undrafted",NA
2005,Robert Traylor,F-C,80,284,28,CLE,74,6,Michigan,United States,1998 ,6
2005,Zhizhi Wang,C,85,255,27,MIA,19,4,Ningbo Rockets (China),China,1999 ,14
2005,Charlie Ward,G,74,190,34,HOU,14,10,Florida State,United States,1994 ,26
2005,Clarence Weatherspoon,PF,78,240,34,HOU,40,12,Southern Mississippi,United States,1992 ,9
2005,Jahidi White,FC,81,290,29,CHA,17,6,Georgetown,United States,1998 ,28
2005,Rodney White,F,81,238,24,"DEN, GOS",58,3,Charlotte,United States,2001 ,9
2005,Frankie Williams,G,75,212,25,CHI,9,2,Illinois,United States,2002 ,25
2005,Jerome Williams,PF,81,206,31,NYK,79,8,Georgetown,United States,1996 ,26
2005,Scott Williams,FC,82,230,36,CLE,19,14,North Carolina,United States,"1990 NBA Draft, Undrafted",NA
2004,Robert Archibald,PF,83,250,23,"ORL, PHX, TOR",32,1,Illinois,Scotland,2002 ,6
2004,Brandon Armstrong,SG,77,185,23,NJN,56,2,Pepperdine,United States,2001 ,23
2004,Dana Barros,PG,71,165,36,BOS,1,13,Boston College,United States,1989 ,16
2004,Jerome Beasley,PF,82,237,23,MIA,2,0,North Dakota,United States,2003 ,8
2004,Troy Bell,G,73,180,23,MEM,6,0,Boston College,United States,2003 ,16
2004,Corie Blount,PF,81,240,35,"CHI, TOR",62,10,Cincinnati,United States,1993 ,25
2004,Ruben Boumtje-Boumtje,C,84,260,25,POR,9,2,Georgetown,Cameroon,2001 ,42
2004,J.R. Bremer,SG,74,185,23,"CLE, GOS",36,1,St. Bonaventure,United States,"2002 NBA Draft, Undrafted",NA
2004,Mitchell Butler,SG,77,210,33,WAS,41,9,UCLA,United States,"1993 NBA Draft, Undrafted",NA
2004,Maurice Carter,SG,77,210,27,"LAL, NOP",10,1,LSU,United States,"1999 NBA Draft, Undrafted",NA
2004,Keon Clark,C,83,221,28,UTA,2,5,UNLV,United States,1998 ,13
2004,Bimbo Coles,SG,73,180,35,MIA,22,13,Virginia Tech,United States,1990 ,26
2004,Chris Crawford,PF,81,235,28,ATL,56,6,Marquette,United States,1997 ,44
2004,Hubert Davis,SF,77,183,33,"DET, NJN",17,11,North Carolina,United States,1992 ,20
2004,Derrick Dial,G,76,184,28,ORL,9,3,Eastern Michigan,United States,1998 ,46
2004,Bryce Drew,SG,74,185,29,NOP,15,5,Valparaiso,United States,1998 ,16
2004,Desmond Ferguson,SF,79,203,26,POR,7,0,Detroit-Mercy,United States,"2000 NBA Draft, Undrafted",NA
2004,Alton Ford,PF,81,275,22,HOU,9,2,Houston,United States,2001 ,44
2004,Rick Fox,SF,79,230,34,LAL,38,12,North Carolina,CanadaBahamas,1991 ,24
2004,Hiram Fuller,F,81,240,22,ATL,4,0,Fresno State,United StatesLibya,"2003 NBA Draft, Undrafted",NA
2004,Horace Grant,PF,82,255,38,LAL,55,16,Clemson,United States,1987 ,10
2004,Paul Grant,C,84,245,30,UTA,10,6,Wisconsin,United States,1997 ,20
2004,Travis Hansen,G-F,78,205,25,ATL,41,0,Brigham Young,United States,2003 ,16
2004,Shane Heal,G,72,183,33,SAS,6,2,Geelong Supercats (Australia),Australia,"1992 NBA Draft, Undrafted",NA
2004,Tyrone Hill,PF,81,240,35,MIA,5,13,Xavier,United States,1990 ,11
2004,Mark Jackson,PG,73,180,38,HOU,42,16,St. John's,United States,1987 ,18
2004,Chris Jefferies,F,80,225,24,"CHI, TOR",21,1,Fresno State,United States,2002 ,27
2004,Avery Johnson,PG,70,175,38,GSW,46,15,Southern,United States,"1988 NBA Draft, Undrafted",NA
2004,Popeye Jones,PF,80,250,33,GSW,5,10,Murray State,United States,1992 ,28
2004,Rusty LaRue,SG,74,210,30,GSW,4,4,Wake Forest,United States,"1996 NBA Draft, Undrafted",NA
2004,Sean Lampley,F-G,78,213,24,GSW,10,2,California,United States,2001 ,32
2004,Dan Langhi,FC,83,220,26,"GOS, MIL",6,3,Vanderbilt,United States,2000 ,4
2004,Quincy Lewis,SF,79,215,26,MIN,14,3,Minnesota,United States,1999 ,19
2004,Karl Malone,PF,81,265,40,LAL,42,18,Louisiana Tech,United States,1985 ,13
2004,Jamal Mashburn,SF,80,247,31,NOP,19,10,Kentucky,United States,1993 ,4
2004,Amal McCaskill,C,83,235,30,PHI,59,6,Marquette,United States,1996 ,40
2004,Bateer Mengke,C,83,287,28,TOR,7,2,Ningbo Rockets (China),China,"1997 NBA Draft, Undrafted",NA
2004,Oliver Miller,C,81,280,33,MIN,48,9,Arkansas,United States,1992 ,22
2004,Tracy Murray,F,79,225,32,POR,7,11,UCLA,United States,1992 ,18
2004,Charles Oakley,PF,80,225,40,HOU,7,18,Virginia Union,United States,1985 ,9
2004,Doug Overton,SG,75,190,34,"LAC, NJN",61,12,La Salle,United States,1991 ,26
2004,Robert Pack,SG,74,180,35,NJN,26,12,USC,United States,"1991 NBA Draft, Undrafted",NA
2004,Cherokee Parks,C,83,235,31,GSW,12,8,Duke,United States,1995 ,12
2004,Desmond Penigar,F,79,245,22,ORL,10,0,Utah State,United States,"2003 NBA Draft, Undrafted",NA
2004,Scottie Pippen,SF,80,228,38,CHI,23,16,Central Arkansas,United States,1987 ,5
2004,Olden Polynice,C,83,220,39,LAC,2,15,RivieraBanca Rimini (Italy),Haiti,1987 ,8
2004,Eddie Robinson,F,81,210,27,CHI,51,4,Central Oklahoma,United States,"1997 NBA Draft, Undrafted",NA
2004,Sean Rooks,C,82,250,34,"NOP, ORL",55,11,Arizona,United States,1992 ,6
2004,Leon Smith,PF,82,235,23,SEA,1,4,King College Prep High School (Illinois),United States,1999 ,29
2004,Vladimir Stepania,C,84,235,27,POR,42,5,Union Olimpija (Slovenia),Georgia,1998 ,27
2004,Gary Trent,PF,80,250,29,MIN,68,8,Ohio,United States,1995 ,11
2004,Jeff Trepagnier,G,76,200,24,DEN,11,2,USC,United States,2001 ,14
2004,Cezary Trybanski,C,86,240,24,"NYK, PHX",7,1,MKS Pruszkow (Poland),Poland,"2001 NBA Draft, Undrafted",NA
2004,Slavko Vranes,C,90,282,21,POR,1,0,Buducnost (Montenegro),SerbiaMontenegro,2003 ,20
2004,John Wallace,PF,80,225,30,MIA,37,6,Syracuse,United States,1996 ,18
2004,Chris Whitney,PG,72,168,32,WAS,16,10,Clemson,United States,1993 ,40
